font_size,font_is_bold,norm_x0,norm_y0,word_count,char_count,uppercase_ratio,ends_with_punctuation,numbering_pattern,node_degree,avg_neighbor_distance,font_size_ratio,bold_vs_neighbors,space_above,indentation_vs_below,page_idx,node_idx,text_snippet,,,,,label
11.03999996,1,0.147112317,0.565990063,4,42,0.023809524,0,0,6,126.214471,1,0,37.31518555,0,4,6,Shared decision-making and accountability: ,,,,,heading
11.03999996,0,0.17651624,0.597200374,14,104,0.038461538,0,0,5,84.17811714,1,0,24.71856689,0,4,7,We will facilitate consensus among members regardi,,,,,body
11.03999996,0,0.17651624,0.644162188,20,117,0.008547009,1,0,4,75.06358723,1,0,37.1937561,0,4,8,We will balance the interests and realities of sma,,,,,body
11.03999996,1,0.147112317,0.691277321,3,28,0.035714286,0,0,4,102.731299,1,0,99.22750854,17.99520111,4,9,Shared governance structure: ,,,,,heading
11.03999996,0,0.17651624,0.722487633,12,69,0.014492754,1,0,8,104.557011,1.032258065,0,24.71856689,-17.98733521,4,10,We will share decision-making in order to enable t,,,,,body
11.03999996,0,0.17651624,0.753544663,12,68,0.014705882,1,0,7,98.36473811,1.037037037,0,24.59716797,-17.98733521,4,11,We will work based on an underlying assumption of ,,,,,body
11.03999996,1,0.147112317,0.784601616,2,15,0.066666667,0,0,4,139.4673802,1,0,24.59710693,0,4,12,Shared funding: ,,,,,heading
11.03999996,1,0.17651624,0.815811928,21,137,0.01459854,1,0,4,70.08227968,1.066666667,0,49.31567383,-17.98733521,4,13,"We will leverage provincial, institutional, and lo",,,,,body
11.03999996,0,0.176516265,0.862927061,28,167,0.005988024,1,0,4,77.25393952,1.066666667,0,37.31518555,-1.53E-05,4,14,We will be willing to pool talents and dollars in ,,,,,body
8.279999971,1,0.147125169,0.922954367,12,70,0.157142857,0,0,4,105.9386287,0.75,0,47.54162598,0,4,15,RFP: To Develop the Ontario Digital Library Busine,,,,,body
11.03999996,1,0.147058337,0.09104721,4,22,0.045454545,0,0,4,134.7354785,1,0,0,0,5,0,Local points of entry: ,,,,,heading
11.03999996,0,0.186275594,0.123024237,30,220,0.018181818,1,0,4,141.9741941,1,0,25.32580566,-24.0009613,5,1,"We will provide the licenses, infrastructure, serv",,,,,body
11.03999996,0,0.147058337,0.186810908,6,42,0.095238095,0,0,5,100.3650689,1,0,50.51904297,0,5,2,Services envisioned for the ODL’s include: ,,,,,body
11.03999996,1,0.147058337,0.218787858,1,7,0.142857143,0,0,4,106.225218,1,0,25.32574463,17.99520111,5,3,Access: ,,,,,heading
11.03999996,0,0.176462261,0.234846038,24,176,0.005681818,0,0,4,101.6633844,1,0,38.04382324,-17.99520111,5,4,"to the “deep” web (i.e. Commercial, purchased elec",,,,,body
11.03999996,1,0.147058337,0.314690966,3,20,0.1,0,0,6,112.9236383,1,0,63.23718262,0,5,5,Guidance and Advice: ,,,,,heading
11.03999996,1,0.147058337,0.330595768,23,147,0.006802721,0,0,6,116.6966723,1,0,75.83378601,17.99520111,5,6,to support e-learning ,,,,,body
11.03999996,0,0.176462261,0.394521848,7,42,0,0,0,6,93.93629775,1,0,50.62945557,0,5,7,for library workers ,,,,,body
11.03999996,1,0.147058337,0.442403658,4,34,0.088235294,0,0,8,99.45703716,1,0,37.9223938,-7.63E-06,5,8,Provincial Purchasing & Licensing: ,,,,,heading
11.03999996,0,0.176462261,0.458308519,11,67,0,0,0,5,97.17219774,1,0,12.59664917,-17.99519348,5,9,of electronic content on a consortia basis for all,,,,,body
11.03999996,1,0.147058337,0.490285469,2,22,0.090909091,0,0,4,78.52677066,1,0,37.9223938,-7.63E-06,5,10,Technological Support: ,,,,,heading
11.03999996,0,0.176462261,0.506343649,29,176,0.017045455,0,0,5,128.9772802,1,0,38.04382324,54.00765991,5,11,of common standards for the preservation and archi,,,,,body
11.03999996,0,0.14705835,0.588613915,6,31,0.129032258,1,0,6,112.3027978,1,0,65.15805054,-7.63E-06,5,12,What could the ODL really mean? ,,,,,heading
11.03999996,0,0.147058325,0.623448497,7,39,0.051282051,0,0,7,154.0465578,1.037037037,0,27.58898926,0.040908813,5,13,For each Ontario citizen it could mean: ,,,,,heading
11.03999996,0,0.264710071,0.639659997,72,509,0.007858546,0,0,5,153.8847715,1.052631579,0,12.83950806,-71.96195984,5,14,One local point of entry to access seamless electr,,,,,body
11.03999996,0,0.147058337,0.798262471,7,39,0.051282051,0,0,5,154.6826754,1.052631579,0,125.6131592,7.63E-06,5,15,For each Ontario student it could mean: ,,,,,heading
11.03999996,0,0.264710096,0.814473932,28,218,0.009174312,0,0,4,137.8606434,1.066666667,0,12.83947754,-72.00288391,5,16,"One local point of entry to quality, curriculum- b",,,,,body
8.279999971,1,0.147125169,0.922954367,12,70,0.157142857,0,0,4,167.1558488,0.75,1,85.91650391,0,5,17,RFP: To Develop the Ontario Digital Library Busine,,,,,body
11.03999996,0,0.26477158,0.091172748,22,146,0.006849315,0,0,4,160.1329267,1,0,0,0,6,0,Confidence that the services and resources people ,,,,,body
11.03999996,0,0.147119821,0.138901238,7,39,0.051282051,0,0,4,165.4799637,1,0,37.80096436,72.00287628,6,1,For each Ontario library it could mean: ,,,,,heading
11.03999996,0,0.26477158,0.155112777,57,397,0.007556675,0,0,4,132.7087935,1,0,12.83953857,-72.00289154,6,2,One point of entry for themselves and their client,,,,,body
11.03999996,0,0.147119796,0.282672169,7,41,0.048780488,0,0,5,163.2385933,1,0,101.0270386,1.53E-05,6,3,For the Ontario government it could mean: ,,,,,heading
11.03999996,1,0.26477158,0.298730349,81,560,0.017857143,0,0,6,159.6810897,1,1,12.71807861,-71.99184418,6,4,A point of entry to information services and resou,,,,,body
11.03999996,0,0.147119821,0.458406044,40,268,0.048507463,1,0,5,122.5328538,0.982905982,0,126.46315,0.00327301,6,5,ODL will be an incorporated non-profit organizatio,,,,,body
11.03999996,0,0.147137848,0.521579396,19,125,0.032,1,0,4,100.1101998,0.978723403,0,50.03329468,5.992240906,6,6,"More information regarding the envisioned phasing,",,,,,body
12,0,0.156929091,0.579696964,6,33,0.121212121,0,0,6,166.6757193,1.134215505,0,46.02911377,-6,6,7,The Business Plan to be Developed ,,,,,heading
11.03999996,0,0.147125169,0.635869575,59,388,0.025773196,1,0,6,139.3386306,1.02793296,0,44.4887085,0,6,8,The business plan which needs to be developed for ,,,,,body
11.03999996,0,0.147125169,0.730099919,6,45,0.022222222,0,0,4,146.3894074,1.042492917,0,74.63043213,0,6,9,"Specifically, the business plan must include: ",,,,,body
11.03999996,0,0.213401321,0.762076869,78,500,0.018,0,0,4,147.5124652,1.042492917,0,25.32574463,-34.56100464,6,10,"how the ODL will be implemented, including the tim",,,,,body
8.279999971,1,0.147125169,0.922954367,12,70,0.157142857,0,0,4,190.3290352,0.734042553,1,127.414978,0,6,11,RFP: To Develop the Ontario Digital Library Busine,,,,,body
11.03999996,0,0.215753094,0.091172748,16,110,0.027272727,0,0,4,159.8950558,0.978723403,0,0,-36.00028992,7,0,the marketing and communications plan for the ODL ,,,,,body
11.03999996,1,0.147131926,0.13905452,35,240,0.020833333,1,0,4,133.8559706,1,0,37.92236328,17.99586487,7,1,The process of developing this business plan must ,,,,,body
11.03999996,1,0.147131926,0.202994472,74,532,0.015037594,1,0,5,131.2311734,0.982905982,0,50.64044189,5.995864868,7,2,The business plan for the ODL must address signifi,,,,,body
12,0,0.156929091,0.3410606,1,10,0.1,0,0,5,185.4550013,1.068376071,0,109.3483734,12,7,3,Milestones ,,,,,heading
11.03999996,1,0.176536934,0.382536339,10,56,0.035714286,1,0,7,139.6750754,0.975757575,0,32.8487854,-8.520004272,7,4,1) A preliminary report will be issued during June,,,,,body
11.03999996,1,0.176536934,0.413593292,35,205,0.019512195,1,0,7,135.3395235,0.975757575,0,24.59710693,-18.00001526,7,5,"2) It is expected that an Interim Report, suitable",,,,,body
11.03999996,1,0.176536934,0.476766644,20,115,0.060869565,1,0,5,103.412168,0.982905982,0,50.03329468,-18.00001526,7,6,3) The business plan must be completed and approve,,,,,body
12,0,0.162615358,0.534848454,5,43,0.093023256,0,0,8,152.1685686,1.109570045,0,46.00079346,-9.479995728,7,7,Approach and Specific Proposal Requirements ,,,,,heading
11.03999996,1,0.147125144,0.576475741,58,402,0.02238806,1,0,6,135.1350137,1.02793296,0,32.96881104,1.53E-05,7,8,The firm/consultant (or proposed team of consultan,,,,,body
11.03999996,0,0.147125144,0.671458851,7,54,0.018518519,0,0,5,148.0093799,1.033707864,0,75.22662354,1.53E-05,7,9,The proposal should include the following informat,,,,,body
11.03999996,0,0.176529068,0.702515804,85,588,0,0,1,4,144.626658,1.042492917,0,24.59710693,-8.515190125,7,10,a) name of the firm/consultant ,,,,,body
8.279999971,1,0.147125169,0.922954367,12,70,0.157142857,0,0,4,224.653085,0.734042553,0,174.5873413,0,7,11,RFP: To Develop the Ontario Digital Library Busine,,,,,body
12,0,0.156929091,0.102272747,5,35,0.085714286,0,0,4,156.3461826,1.086956525,0,0,-6,8,0,Evaluation and Awarding of Contract ,,,,,heading
11.03999996,0,0.147125169,0.155112161,49,275,0.018181818,1,0,5,123.6145298,0.982905982,0,41.84881592,0,8,1,The contract will be awarded to the bidder whose s,,,,,body
11.03999996,0,0.147125169,0.218132115,11,88,0.011363636,0,0,6,179.9003586,1.02793296,0,49.9118042,0,8,2,"Specifically, proposals will be evaluated proposal",,,,,body
11.03999996,0,0.205951042,0.265400607,32,243,0.041152263,0,0,6,172.8867674,1.02793296,0,37.43664551,-36.00143433,8,3,Quality of the proposal /approach outlined for und,,,,,body
11.03999996,0,0.147125169,0.361902988,14,103,0.058252427,1,0,6,178.5020866,1.02793296,0,76.42988586,0,8,4,Questions regarding this RFP should be directed by,,,,,body
11.03999996,0,0.147125169,0.409924209,19,105,0.104761905,1,0,5,181.4584437,1.052631579,0,38.0328064,0,8,5,Bidders are asked not to contact any other member ,,,,,body
8.279999971,1,0.147125169,0.922954367,12,70,0.157142857,0,0,4,473.759564,0.75,1,406.3198853,0,8,6,RFP: To Develop the Ontario Digital Library Busine,,,,,body
12,0,0.147125169,0.135757543,7,44,0.181818182,0,0,4,108.1538367,1.204819272,0,0,-0.000106812,9,0,Appendix A:  ODL Envisioned Phases & Funding ,,,,,heading
9.960000038,0,0.147124995,0.176497334,4,27,0.148148148,0,0,4,118.2154148,0.951289399,0,32.26591492,0,9,1,Phase I:  Business Planning ,,,,,heading
9.960000038,1,0.147124995,0.205585056,18,134,0.037313433,1,0,5,114.3350605,0.960648149,0,23.03747559,7.63E-06,9,2,Timeline: March 2003 – September 2003 ,,,,,body
9.960000038,1,0.147125007,0.249072065,5,29,0.172413793,0,0,5,122.7629003,0.960648149,0,34.44171143,-7.63E-06,9,3,Result: The ODL business plan ,,,,,body
9.960000038,0,0.147124995,0.278310679,51,307,0.039087948,1,0,6,120.1448166,0.966990292,0,23.15698242,0,9,4,The first phase will be to build the ODL business ,,,,,body
9.960000038,0,0.147124995,0.336347869,55,362,0.005524862,1,0,5,113.4994619,1,0,45.9654541,0,9,5,Given the number and diversity of stakeholders inv,,,,,body
9.960000038,0,0.147124995,0.423334372,5,40,0.125,0,0,5,131.0097144,1,0,68.89331055,0,9,6,Phase II: Implementing and Transitioning ,,,,,heading
9.960000038,1,0.147124995,0.452422094,42,276,0.039855072,1,0,5,112.9933826,1,0,23.03747559,0,9,7,Timeline: April 2004 – December 2006 ,,,,,body
9.960000038,1,0.147124995,0.525009309,7,44,0.113636364,0,0,4,125.1339925,1,0,57.48907471,0,9,8,Result: The ODL is implemented and validated ,,,,,body
9.960000038,0,0.147124995,0.554247962,77,492,0.026422764,1,0,4,118.7752462,1,0,23.15701294,0,9,9,The second phase will be to implement the ODL base,,,,,body
9.960000038,1,0.14712497,0.641385319,121,779,0.023106547,1,0,4,121.481321,1,0,69.01278687,0.009979248,9,10,The seed money requested will allow libraries to r,,,,,body
9.960000038,0,0.147124982,0.771871393,7,40,0.225,0,0,5,114.9705503,1.03491272,0,103.3449707,0.000114441,9,11,Phase III: Operating and Growing the ODL ,,,,,heading
9.960000038,1,0.14712497,0.800959115,12,93,0.053763441,0,0,5,84.61055377,1.03491272,0,23.03747559,0.00012207,9,12,Timeline: January 2007 -,,,,,body
9.960000038,1,0.147124982,0.844446124,8,52,0.096153846,0,0,4,84.660654,1.044025159,0,34.44171143,0.000114441,9,13,Result: The ODL is fully operational and sustainab,,,,,body
9.960000038,0,0.147141276,0.873684739,33,205,0.03902439,0,0,5,104.5788093,1.03491272,0,23.15698242,-0.009857178,9,14,In the third phase the ODL moves into the operatio,,,,,body
8.279999971,1,0.147125169,0.922954367,12,70,0.157142857,0,0,4,110.3904381,0.831325295,0,39.02154541,0,9,15,RFP: To Develop the Ontario Digital Library Busine,,,,,body
9.960000038,0,0.147125169,0.091194683,19,126,0.031746032,1,0,4,133.2185377,1,0,0,17.99771881,10,0,capabilities. The challenge is to secure resources,,,,,body
9.960000038,0,0.147125169,0.134681692,69,466,0.027896996,1,0,4,95.0376494,1,0,34.44171143,17.99771881,10,1,The ongoing funding of the ODL will be based on a ,,,,,body
9.960000038,0,0.147125169,0.215003043,83,555,0.030630631,0,0,5,82.2799787,1,0,63.61450958,17.99771881,10,2,The proposed funding model requires a continuing g,,,,,body
9.960000038,0,0.176533207,0.309723748,13,67,0.044776119,0,0,6,97.53352759,1,0,75.01879883,137.766716,10,3,1. that ODL expenditures will increase by 50% over,,,,,body
9.960000038,0,0.176533207,0.33169363,15,83,0,0,0,7,91.40033003,0.995147017,0,17.40014648,6.36227417,10,4,2. that government funding will decrease from 70% ,,,,,body
9.960000038,0,0.176533207,0.353814404,18,119,0,0,0,5,63.84506191,0.993218987,0,17.51965332,6.36227417,10,5,"3. that library contributions, endowment and gifts",,,,,body
9.960000038,0,0.40164222,0.404884531,5,29,0.862068966,0,0,6,103.9725917,0.994342762,0,40.44754028,-155.7565765,10,6,OVERVIEW OF ODL FUNDING MODEL ,,,,,body
10.30000003,0,0.186929079,0.434469705,27,185,0.156756757,0,0,7,151.9069999,1.054886715,0,23.43145752,-24.35999298,10,7,Funding Source ,,,,,body
9.960000038,0,0.14713801,0.557415009,40,251,0.039840637,1,0,5,138.8343554,1.021149453,0,97.37268066,-0.007858276,10,8,While the private sector will be invited to partic,,,,,body
9.960000038,1,0.14713801,0.615603013,88,556,0.019784173,1,0,5,138.5478149,1.021149453,0,46.0848999,-0.007858276,10,9,A $50M budget leverages the consortium buying powe,,,,,body
9.960000038,1,0.147138035,0.717139658,74,459,0.021786492,1,0,4,142.4094336,1.026577341,0,80.41702271,24.35211945,10,10,It is important to recognize that every new dollar,,,,,body
8.588571412,1,0.147125169,0.922954367,12,77,0.142857143,0,0,4,248.040267,0.855009595,0,163.005249,0,10,11,RFP: To Develop the Ontario Digital Library Busine,,,,,body
12,0,0.156929091,0.116818149,8,53,0.169811321,0,0,4,151.4376134,1.204819272,0,0,-5.999969482,11,0,Appendix B: ,,,,,heading
9.960000038,0,0.147125169,0.172709455,2,11,0.090909091,0,0,4,167.143175,0.951289399,0,44.26591492,5.756912231,11,1,1. Preamble ,,,,,heading
9.960000038,0,0.156531839,0.20194807,50,357,0.042016807,1,0,5,144.5471881,0.960648149,0,23.15698242,3.05E-05,11,2,Implementation of the Ontario Digital Library (ODL,,,,,body
9.960000038,0,0.147125219,0.27438447,4,21,0.095238095,0,0,4,152.4949745,0.951289399,0,57.36962891,5.756881714,11,3,2. Terms of Reference ,,,,,heading
9.960000038,0,0.156531889,0.303472191,30,214,0.042056075,0,0,5,146.5857495,0.960648149,0,23.03747559,0,11,4,"In broad terms, the ODL Business Plan Steering Com",,,,,body
9.960000038,0,0.156531889,0.361660273,138,1037,0.005785921,1,1,4,162.5892958,1,0,46.08496094,-0.009979248,11,5,2.1 developing a detailed business plan for the th,,,,,body
9.960000038,0,0.147108938,0.608396549,2,13,0.076923077,0,0,4,153.0421645,1,0,0,5.756866455,11,6,3. Membership ,,,,,heading
9.960000038,0,0.156515608,0.63748431,21,143,0.041958042,0,0,6,130.6470364,1,0,23.0375061,0,11,7,"Each of the four sectors, Schools, Colleges, Unive",,,,,body
9.960000038,0,0.156515608,0.681122134,2,12,0.083333333,0,1,4,141.4017585,1,0,34.56115723,-1.53E-05,11,8,3.1 Schools: ,,,,,body
9.960000038,1,0.156515583,0.695672238,30,219,0.141552511,0,0,8,127.4527321,1.017513135,0,11.52368164,-5.746932983,11,9,#NAME?,,,,,body
9.960000038,1,0.156515583,0.753571096,12,77,0.168831169,0,0,7,111.6029143,1.020065213,0,45.855896,-5.746932983,11,10,- Ontario Council of University Libraries (OCUL) (,,,,,body
9.960000038,1,0.156499376,0.782671379,17,106,0.122641509,0,0,5,75.57591642,1.028318585,0,23.04742432,-5.737014771,11,11,#NAME?,,,,,body
9.960000038,1,0.205908769,0.811771663,45,326,0.205521472,0,0,4,76.02482785,1.035650625,0,23.04742432,-35.97556305,11,12,#NAME?,,,,,body
8.588571412,1,0.147125169,0.922954367,12,77,0.142857143,0,0,4,121.4638936,0.862306363,0,88.05670166,0,11,13,RFP: To Develop the Ontario Digital Library Busine,,,,,body
9.960000038,1,0.156567817,0.09108055,11,96,0.0625,0,1,4,92.85844774,1,1,0,-5.746932983,12,0,3.5 Ontario Library Association representative (ex,,,,,body
9.960000038,0,0.20599349,0.1057817,40,253,0.035573123,1,0,4,83.88490877,1,0,11.64331055,-30.22859955,12,1,#NAME?,,,,,body
9.960000038,0,0.156584073,0.163818822,28,163,0.036809816,1,1,6,91.16417442,0.995751062,0,45.9654007,12.21115112,12,2,3.6 It is anticipated that as planning for the ODL,,,,,body
9.960000038,0,0.147177403,0.207305831,5,35,0.085714286,0,0,4,123.5267919,1,0,34.44171143,5.756881714,12,3,4. Appointment Criteria and Process ,,,,,heading
9.960000038,0,0.156584073,0.237160654,21,137,0.02919708,1,1,6,97.65670776,0.995751062,0,23.64501953,12.21115112,12,4,4.1,,,,,body
9.960000038,0,0.156600354,0.282621981,8,70,0.014285714,0,1,6,110.744263,0.995751062,0,36.00537109,-0.042037964,12,5,4.2,,,,,body
10.21500003,0,0.176536934,0.311759987,61,419,0.021479714,1,0,4,110.3768369,1.025602409,0,23.07730103,-12.21115112,12,6,• ,,,,,body
9.960000038,0,0.147124995,0.454073126,2,7,0.142857143,0,0,4,128.2212461,1,0,0,5.756881714,12,7,5. Term ,,,,,heading
9.960000038,0,0.156531664,0.483311778,29,179,0.022346369,1,0,5,127.0491385,0.994905604,0,23.15701294,0.042037964,12,8,Expected term on the Steering Committee is the tim,,,,,body
9.960000038,0,0.147124995,0.526647857,2,8,0.125,0,0,4,95.71925433,1,0,57.47918701,5.756881714,12,9,6. Chair ,,,,,heading
9.960000038,0,0.156531664,0.555886509,12,72,0.069444444,1,0,7,127.3118319,1,0,23.15701294,-5.756881714,12,10,Chair will be appointed by the Board of the Ontari,,,,,body
9.960000038,0,0.156531664,0.587703165,4,18,0.111111111,0,0,4,91.31196843,1,0,25.1987915,-5.756881714,12,11,Role of the Chair: ,,,,,body
9.960000038,0,0.156531664,0.616790887,62,383,0.018276762,1,0,4,99.31989888,1,0,48.23626709,0,12,12,In addition to the characteristics for appointees ,,,,,body
9.960000038,0,0.147124995,0.689227249,2,11,0.090909091,0,0,4,119.4397993,1,0,80.40707397,5.756881714,12,13,7. Meetings ,,,,,heading
9.960000038,0,0.156531664,0.718465863,24,140,0.007142857,1,0,6,107.1410431,1.023487963,0,80.52658081,-5.756774902,12,14,It is expected that in person meetings are held on,,,,,body
9.960000038,0,0.147124995,0.761801903,6,44,0.068181818,0,0,5,121.1942804,1.028318585,0,34.32214355,0.000106812,12,15,8. Lines of Accountability and Communication ,,,,,heading
9.960000038,0,0.156531664,0.791040594,17,103,0.048543689,1,1,5,87.63557289,1.028318585,0,23.15704346,-5.756774902,12,16,8.1 The Steering Committee is accountable to the P,,,,,body
9.960000038,0,0.156531664,0.834678419,65,412,0.033980583,1,1,4,86.772091,1.035650625,0,34.56115723,-5.756774902,12,17,8.2 The role of the Ontario Library Association is,,,,,body
8.588571412,1,0.147125169,0.922954367,12,77,0.142857143,0,0,4,118.2291502,0.862306363,1,69.91455078,0,12,18,RFP: To Develop the Ontario Digital Library Busine,,,,,body
9.960000038,0,0.156536925,0.105769986,44,331,0.048338369,1,1,4,243.6730955,1.035650625,0,0,-5.759994507,13,0,8.3 The Steering Committee is accountable to its c,,,,,body
9.960000038,0,0.147130256,0.178206396,5,40,0.075,0,0,4,257.4142952,1.035650625,0,57.36963654,-0.003112793,13,1,9. Financial and Administrative Policies ,,,,,heading
9.960000038,0,0.156553181,0.20744501,32,222,0.04954955,0,1,4,203.5764792,1.035650625,0,23.15698242,-5.769943237,13,2,9.1 Service on the Steering Committee is non-remun,,,,,body
9.960000038,0,0.205962574,0.265494761,65,437,0.025171625,1,0,4,213.5995033,1.035650625,0,45.97540283,-36.00849152,13,3,The ODL Steering Committee will function according,,,,,body
8.588571412,1,0.147125169,0.922954367,12,77,0.142857143,0,0,4,570.892143,0.862306363,1,520.7080078,0,13,4,RFP: To Develop the Ontario Digital Library Busine,,,,,body
12,0,0.156929091,0.116818149,6,49,0.163265306,0,0,4,202.375385,1.204819272,0,0,-0.002067566,14,0,Appendix C: ,,,,,heading
9.960000038,0,0.156928754,0.172860964,69,424,0.023584906,0,0,4,173.1621564,0.951289399,0,44.38591003,-0.001861572,14,1,The purpose of the ODL is to provide equal access ,,,,,body
9.960000038,0,0.156928754,0.259998437,3,22,0.090909091,0,0,4,178.7431763,0.951289399,0,69.01287842,-0.001861572,14,2,1. Reference Resources ,,,,,body
9.960000038,0,0.156928754,0.289086159,59,508,0,0,0,5,189.7345759,0.960648149,0,23.03747559,-0.001861572,14,3,#NAME?,,,,,body
